CLSTR_ID,SAMP_NO,TYPE_CD,PSYU,PSYU_BLK,FIZ,BGC_ZONE,BGC_SBZN,BGC_VAR,BGC_PHAS,SAMP_TYP,BLOWUP,NO_PLOTS,PLOT_DED,REC_ID,IP_UTM,IP_NRTH,IP_EAST,MAP_NO,POLYGON,tp_gpsid,tp_utm,tp_nrth,tp_east,tp_elev,ap_dsc,ap_gpsid,ap_nrth,ap_east,ap_elev,tp_az_ip,tp_dt_ip,DECLIN,tp_az_pn,tp_dt_pn,tie_trno,rp_az_gp,rp_dt_gp,tp_map,ip_map,tp_poly,ip_poly,tp_fltln,ip_fltln,ip_photo,tp_photo,tp_spec,rp_spec,TP_AZ_tr,rP_AZ_tr,TP_DBH,TP_dt_tr,rp_DBH,rp_dt_tr,ip_gpsid,ip_elev,ip_az_pn,ip_dt_pn,ip_az_gp,ip_dt_gp,PLT_SPC,asc_dt,CREW1,CREW2,CREW3,CREW4,ref_tree,INTEG,NORTH,EAST,SOUTH,WEST,RANGE,ECO,CWD,TREES,ECOLGY,NO_PHOTO,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,LOAD_DT,meas_dt,TR_FLDT,TR_OFFDT,EC_FLDT,EC_OFFDT,Tr_NAME,TO_NAME,Tf_name,ER_NAME,EO_NAME,EF_NAME,pho_typ1,pho_typ2,pho_typ3,pho_typ4,pho_typ5,pho_typ6,pho_ind1,pho_ind2,pho_ind3,pho_ind4,pho_ind5,pho_ind6,notes,PROJ_ID
"0221-0083-TO1","0083","TO1","187","0","D","IDF","mw","1",,"V",5,9,9,"023",10,5593775,319272,"082L043",124,"OKI083TP",10,5593713,319153,654,,"OKI083AP",5593799,318996,1021,58,139,19.3,0,0,9255,0,0,"082L043","082L043","00124","00124","15BCC01023","15BCC01023","14","14","FDI","AT",0,41,37.6,0,34.7,8.449999999999999,"OKI083PC",912,0,0,0,0,50,"04/09/04 00:00:00","TJL","SRM",,,9254,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","05/30/02 00:00:00",,,,,"TYSEN LEBLANC",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0221"
"0221-0084-TO1","0084","TO1","115","0","G","IDF","mw","2",,"V",7,9,9,"023",,,,"082L074",89,"TPO84",,,,,,,,,,330,75,19.3,0,0,2956,310,3.7,"082L074","082L074","00016","00089","BCC01026","BCC01026","138","138","FDI","FDI",0,60,186,0,55.7,5.68,"IPC084",,0,0,0,0,50,"04/09/04 00:00:00","BDK","DLL",,,2957,"Y","Y","Y","Y","Y","N","N","N","Y","-",2,,,,,,,,,,,"04/09/04 00:00:00","05/29/02 00:00:00",,,,,"BRAD KUMPULA",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","N","Y",,,,,"0221"
"0221-0085-TO1","0085","TO1","261","0","D","IDF","xh","2",,"V",12,2,2,"023",10,5595301,315542,"082L043",11,"OKI085TP",10,5595738,315373,629,,"OKI085AP",5595867,315202,587,156,468,19.5,0,0,9306,0,0,"082L043","082L043","00120","00011","15BCC01023","15BCC01023","17","17","FDI","FDI",0,84,41,0,40.5,2.28,"OKI085PC",776,0,0,0,0,50,"04/09/04 00:00:00","TDG","ANS",,,9307,"Y","Y","N","N","N","N","N","N","Y","Y",3,,,,,,,,,,,"04/09/04 00:00:00","05/23/02 00:00:00",,,,,"TIM DEGRACE",,,"ANDREI SPAZIER",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0221"
"0221-0086-TO1","0086","TO1","187","0","D","IDF","dk","2",,"V",5,9,9,"023",11,5525181,303964,"082E082",240,"W052517A",11,5525117,303958,979,,,,,,4,60,19.5,0,0,6527,,,"082E082","082E082","00240","00240","15BCC01031","15BCC01031","98","98","FDI","EP",0,121,21,0,15.8,10.09,"W052517B",990,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,6523,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","05/25/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0221"
"0221-0087-TO1","0087","TO1","124","0","E","IDF","dm","1",,"V",7,9,9,"023",11,5484426,338726,"082E044",99,"S062516A",11,5484052,339252,1295,,,,,,307,635,19.5,0,0,8950,,,"082E044","082E044","00112","00099","15BCC01032","15BCC01032","206","206","PLI","PLI",9,57,15.9,4.43,16.1,2.13,"S062517A",1140,0,0,,,50,"04/09/04 00:00:00","SJW","AWI",,,2892,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","06/25/02 00:00:00",,,,,"SIMON WALTER",,,,,,,,,,,,,,,,,,,"0221"
"0221-0088-TO1","0088","TO1","181","0","D","IDF","dk","1",,"V",5,3,3,"023",,,,"082E022",452,"TP088",,,,,,,,,,320,22,23.3,0,0,10,0,0,"082E022","082E022","00453","00452","BCC01028","BCC01028","192","192","FDI","FDI",0,320,41.6,0,41.6,7,"IPC088",,0,0,0,0,50,"04/09/04 00:00:00","BDK","DLL",,,2861,"Y","N","N","N","Y","N","N","N","Y","-",2,,,,,,,,,,,"04/09/04 00:00:00","05/25/02 00:00:00",,,,,"BRAD KUMPULA",,,"N/A",,,"PLOT PIN","REPRESENTATIVE",,,,,"Y","Y",,,,,,"0221"
"0221-0089-TO1","0089","TO1","115","0","G","IDF","mw","2",,"V",7,9,9,"023",11,5643635,338913,"082L094",55,"TP089",11,5643585,338920,573,,,,,,352,50,19.3,0,0,2958,0,0,"082L094","082L094","00055","00055","BCC01026","BCC01026","193","193","HW","FDI",0,321,15.8,0,14.6,2.28,"IPC089",570,0,0,0,0,50,"04/09/04 00:00:00","BDK","DLL",,,9222,"Y","Y","Y","Y","Y","N","N","N","Y","-",2,,,,,,,,,,,"04/09/04 00:00:00","06/15/02 00:00:00",,,,,"BRAD KUMPULA",,,"N/A",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","N","Y",,,,,"0221"
"0221-0090-TO1","0090","TO1","187","0","D","MS","dm","2",,"V",9,5,5,"023",10,5519474,713017,"092H080",685,"W061316A",10,5519407,713304,1638,,,,,,288,294,19.5,0,0,6493,,,"092H080","092H080","00685","00685","15BCC01031","15BCC01031","129","129","BL","PLI",87,223,26.6,7.84,18.8,2.11,"W061316B",1593,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,6517,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","06/13/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,,,,,,,,,,,,,,"0221"
"0221-0091-TO1","0091","TO1","187","0","D","MS","dm","2",,"V",9,5,5,"023",11,5522851,284659,"082E081",187,"W052217A",11,5522883,284684,1296,,,,,,224,40,19.5,0,0,6535,,,"082E081","082E081","00187","00187","15BCC01031","15BCC01031","105","105","FDI","BL",0,86,66.8,0,27.6,0.25,"W052217B",1301,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,6514,"Y","Y","Y","Y","Y","N","N","N","N","N",3,,,,,,,,,,,"04/09/04 00:00:00","05/22/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0221"
"0221-0092-TO1","0092","TO1","187","0","D","MS","dm","1",,"V",7,3,3,"023",11,5484859,329355,"082E044",17,"W061917A",11,5484853,329207,1384,,,,,,90,145,19.5,0,0,6504,,,"082E044","082E044","00017","00017","15BCC01032","15BCC01032","210","210","PLI","PLI",0,14,24,0,31,1.26,"W061917B",1385,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,6521,"Y","N","N","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","06/19/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,,,,,,,,,,,,,,"0221"
"0221-0093-TO1","0093","TO1","182","0","D","MS","xk",,,"V",9,5,5,"023",11,5543262,285357,"082L001",4,"W053015A",11,5543213,285305,1378,,,,,,46,70,19.5,0,0,6499,,,"082L001","082L001","00004","00004","15BCC01030","15BCC01030","109","109","SX","BL",0,149,17.1,0,25.6,3.41,"W053016A",1378,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,6492,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","05/30/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,,,,,,,,,,,,,,"0221"
"0221-0094-TO1","0094","TO1","187","0","D","MS","dm","1",,"V",12,5,5,"023",11,5528923,342699,"082E085",2,"S053117A",11,5529203,342766,1405,,"S053115A",5528846,343677,1394,193,290,19.5,0,0,8971,288,5.8,"082E085","082E085","00002","00002","15BCC01031","15BCC01031","34","34","SX","PLI",0,97,38.8,0,23.5,1.52,"S053118A",1456,0,0,255,5.5,50,"04/09/04 00:00:00","GFS","AWP",,,8972,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","05/31/02 00:00:00",,,,,"GARRET STONE",,,,,,,,,,,,,,,,,,,"0221"
"0221-0095-TO1","0095","TO1","182","0","D","MS","xk",,,"V",9,3,3,"023",10,5544786,714300,"092I010",2002,"W053021B",10,5544611,714493,1442,,"W053021A",5544457,714409,1430,317,260,19.5,0,0,5480,,,"092I010","092I010","01000","02002","15BCC01030","15BCC01030","110","110","FDI","PLI",0,297,66,0,26.5,4.05,"W053022A",1454,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,5481,"Y","Y","N","N","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","05/31/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,,,,,,,,,,,,,,"0221"
"0221-0096-TO1","0096","TO1","187","0","D","MS","dm","1",,"F",100.0672412144674,5,5,"023",11,5544055,340983,"082L004",296,"S062416A",11,5543838,340793,1312,,"S062415A",5542988,339918,1297,39,285,19.5,0,0,2898,,,"082L004","082L004","00296","00296","15BCC01030","15BCC01030","90","90","SX","SX",0,217,17.9,0,15.4,0.38,"S062417A",1314,0,0,,,50,"04/09/04 00:00:00","SJW","AWI",,,2899,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","06/24/02 00:00:00",,,,,"SIMON WALTER",,,,,,,,,,,,,,,,,,,"0221"
"0221-0097-TO1","0097","TO1","187","0","D","MS","dm","1",,"V",12,4,4,"023",11,5494574,323941,"082E053",372,"W062019A",11,5494584,323922,1403,,"W062018A",5494346,324200,1467,120,23,19.5,312,1.24,6520,,,"082E053","082E083","00372","00372","15BCC01032","15BCC01032","137","137","PLI","PLI",0,199,6.5,0,13.2,1.11,"W062020A",1410,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,6508,"Y","Y","Y","Y","N","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","06/20/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,,,,,,,,,,,,,,"0221"
"0221-0098-TO1","0098","TO1","181","0","D","MS","xk",,,"F",100.0672412144674,4,4,"023",11,5443405,282903,"082E011",622,"TP098",11,5443438,282899,1957,,"NO DATA",,,,192,20,19.5,0,0,2954,0,0,"082E011","082E011","00622","00622","15BCC01033","15BCC01033","60","60","PL","PL",0,192,24.2,0,24.2,5,"IPC098",1961,0,0,0,0,50,"04/09/04 00:00:00","DLL","NWT","BDK","DAS",9392,"Y","Y","Y","N","Y","N","N","N","Y","-",2,,,,,,,,,,,"04/09/04 00:00:00","07/07/02 00:00:00",,,,,"DERRICK LALONDE",,,"DERRICK LALONDE",,,"PLOT PIN","REPRESENTATIVE",,,,,"Y","Y",,,,,,"0221"
"0221-0099-TO1","0099","TO1","187","0","D","MS","dm","1",,"V",5,5,5,"023",10,5549632,337352,"082L004",117,"OKI099TP",10,5549484,337114,1502,,,,,,57,292,19.5,0,0,9330,0,0,"082L004","082L004","00025","00117","15BCC01029","15BCC01029","174","174","SX","PLI",0,187,37.7,0,13.4,0.84,"OKI099PC",1516,0,0,0,0,50,"04/09/04 00:00:00","TLD","ANS",,,9331,"Y","Y","Y","Y","Y","N","N","N","Y","Y",3,,,,,,,,,,,"04/09/04 00:00:00","06/17/02 00:00:00",,,,,"TIM DEGRACE",,,"ANDREI SPAZIER",,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0221"
"0221-0100-TO1","0100","TO1","187","0","D","MS","dm","2",,"V",9,5,5,"023",11,5585103,325338,"082L033",339,"TP100",11,5585130,325325,1311,,"NO DATA",,,,150,30,19.5,0,0,2968,0,0,"082L033","082L033","00339","00339","15BCC01023","15BCC01023","76","76","PL","BL",0,202,30.1,0,17.7,3.84,"IPC100",1298,0,0,0,0,50,"04/09/04 00:00:00","DLL","DAS",,,9381,"Y","Y","Y","Y","Y","N","N","N","Y","-",2,,,,,,,,,,,"04/09/04 00:00:00","07/13/02 00:00:00",,,,,"DERRICK LALONDE",,,"DERRICK LALONDE",,,"PLOT PIN","REPRESENTATIVE",,,,,"Y","Y",,,,,,"0221"
"0221-0101-TO1","0101","TO1","181","0","D","MS","xk",,,"V",7,5,5,"023",10,5472696,717131,"092H040",251,"W070317A",10,5472761,717347,1549,,"W070316A",5472512,717664,1560,255,210,19.5,0,0,6538,236,14,"092H040","092H040","00251","00251","15BCC01028","15BCC01028","101","101","FDI","FDI",0,332,61.4,0,26.5,7.87,"W070317B",1562,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,6513,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","07/03/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,,,,,,,,,,,,,,"0221"
"0221-0102-TO1","0102","TO1","187","0","D","MS","dm","1",,"V",9,5,5,"023",11,5536764,347721,"082E095",195,"W061415A",11,5537150,347521,1493,,,,,,155,430,19.5,0,0,6502,,,"082E095","082E095","00038","00195","15BCC01030","15BCC01030","157","157","PLI","PLI",20,89,26.8,17.96,22.6,1.92,"W061416A",1491,130,0.8100000000000001,,,50,"04/09/04 00:00:00","WAM","AWI",,,6516,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","06/14/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,,,,,,,,,,,,,,"0221"
"0221-0103-TO1","0103","TO1","187","0","D","MS","dm","1",,"V",9,5,5,"023",10,5548226,337375,"082L004",156,"OKI103TP",10,5548658,337247,1460,,,,,,161,445,19.3,0,0,9264,0,0,"082L004","082L004","00157","00156","15BCC01030","15BCC01030","27","27","PLI","PLI",0,109,14.1,0,21.6,3.26,"OKI103TP",1453,0,0,0,0,50,"04/09/04 00:00:00","TJL","SRM",,,9265,"Y","Y","Y","Y","Y","N","N","N","Y","Y",3,,,,,,,,,,,"04/09/04 00:00:00","06/21/02 00:00:00",,,,,"TYSEN LEBLANC",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0221"
"0221-0104-TO1","0104","TO1","187","0","D","MS","xk",,,"V",12,5,5,"023",11,5496474,284104,"082E051",79,"S062814A",11,5496513,284212,1525,,,,,,254,115,19.5,0,0,2889,174,12,"082E051","082E051","00079","00079","15BCC01032","15BCC01032","152","152","PLI","PLI",0,125,20.4,0,14.8,0.6,"S062815A",1496,0,0,,,50,"04/09/04 00:00:00","SJW","AWI",,,2894,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","06/28/02 00:00:00",,,,,"SIMON WALTER",,,,,,,,,,,,,,,,,,,"0221"
"0221-0105-TO1","0105","TO1","112","0","G","MS","dm","1",,"V",9,5,5,"023",11,5550794,353620,"082L005",64,"W061217A",11,5550743,353615,1302,,,,,,352,60,19.5,0,0,6522,,,"082L005","082L005","00064","00064","15BCC01029","15BCC01029","169","169","PLI","PLI",0,289,22.3,0,27,1.23,"W061218A",1305,0,0,291,15,50,"04/09/04 00:00:00","WAM","AWI",,,6495,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","06/12/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,,,,,,,,,,,,,,"0221"
"0221-0106-TO1","0106","TO1","182","0","D","MS","dm","2",,"V",7,4,4,"023",11,5541618,290144,"082E091",463,"W052816B",11,5541553,290090,1408,,"W052816A",5541409,290026,1418,41,87,19.5,0,0,6540,273,6,"082E091","082E091","00462","00463","15BCC01030","15BCC01030","137","137","SX","PLI",0,286,56,0,18.5,1.21,"W052817A",1434,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,6531,"Y","Y","Y","Y","N","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","05/28/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,,,,,,,,,,,,,,"0221"
"0221-0107-TO1","0107","TO1","187","0","D","PP","xh","1",,"F",100.0672412144674,5,5,"023",11,5517744,302028,"082E072",38,"W052716B",11,5517812,302385,533,,"W052716A",5517354,302538,487,261,372,19.5,110,7.07,6505,55,10,"082E072","082E072","00038","00038","15BCC01031","15BCC01031","137","137","FDI","PY",0,42,49.8,0,30.8,5.02,"W052718A",617,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,6519,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","05/27/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,,,,,,,,,,,,,,"0221"
"0221-0108-TO1","0108","TO1","124","0","E","MS","dm","1",,"F",100.0672412144674,3,3,"023",11,5504040,338019,"082E064",699,"W052319A",11,5504038,338048,1351,,,,,,271,26,19.5,0,0,6534,,,"082E064","082E064","00699","00699","15BCC01032","15BCC01032","58","58","LW","PLI",0,52,62,0,9.6,4.27,"W052320A",1351,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,6539,"Y","N","N","Y","Y","N","N","N","N","N",3,,,,,,,,,,,"04/09/04 00:00:00","05/23/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,"PLOT PIN","RANDOM AZIMUTH","REPRESENTATIVE",,,,"Y","Y","Y",,,,,"0221"
"0221-0109-TO1","0109","TO1","187","0","D","MS","dm","1",,"V",7,5,5,"023",11,5493232,321753,"082E053",2622,"S052318A",11,5493141,321798,1429,,,,,,334,100,19.5,0,0,8954,,,"082E053","082E053","00354","02622","15BCC01032","15BCC01032","183","183","PLI","PLI",0,134,29.7,0,18.3,0.39,"S052318B",1457,0,0,,,50,"04/09/04 00:00:00","SJW","GFS",,,8953,"Y","Y","Y","Y","Y","N","N","N","N","N",3,,,,,,,,,,,"04/09/04 00:00:00","05/23/02 00:00:00",,,,,"SIMON WALTER",,,,,,,,,,,,,,,,,,,"0221"
"0221-0110-TO1","0110","TO1","187","0","D","MS","dm","2",,"V",7,5,5,"023",11,5536931,310582,"082E092",202,"W052418A",11,5537030,310398,1479,,"W052417A",5537111,309699,1398,120,200,19.5,0,0,6533,99,6,"082E092","082E092","00206","00202","15BCC01030","15BCC01030","145","145","FDI","PLI",0,86,33.2,0,17.9,1.9,"W052418B",1433,0,0,,,50,"04/09/04 00:00:00","WAM","AWI",,,6529,"Y","Y","Y","Y","Y","N","N","N","Y","N",3,,,,,,,,,,,"04/09/04 00:00:00","05/24/02 00:00:00",,,,,"WAYNE MURDOCK",,,,,,,,,,,,,,,,,,,"0221"
"029A-0039-O 1","0039","O 1","123","0","H","IDF","dk","3",,"F",100.0672412144674,3,1,,10,5763988,558376,"093b010",330,"R082001A",10,5764079,558277,940,,,,,,133,132,21,,,,,,"093B010","093B010","0040","0330","030BCC92128","030BCC92128","071","071","PLI","FDI",317,72,22.1,21.8,36.6,17.15,"R082001B",932,0,0,,,,,"TDC","NAP","SWH","KJL",,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","08/15/98 00:00:00",,"08/18/38 00:00:00",,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0061-O 1","0061","O 1","109","0","G","ESSF","wc","3",,"V",6.25,2,1,,10,,,"093A084",36,"R071816A",10,5854054,611424,1686,,"R071815A",5854290,611494,1705,203,400,21,,,,,,"093A084","093A084","0188","0036","030BCC97115","030BCC97115","143","143","BL","BL",0,75,18.6,0,24.2,1.28,"NODATA",,0,0,,,,,"NAP","TDC","SWH","NRS",,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","07/18/98 00:00:00",,"07/18/38 00:00:00",,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0081-O 1","0081","O 1","123","0","H","IDF","dk","3",,"V",9,5,1,,10,,,"092P091",74,"R072301A",10,5751772,574788,952,,"R072215A",5752210,574358,959,260,365,21,,,,,,"092P091","092P091","0075","0074","030BCC92057","030BCC92057","076","076","FDI","FDI",22,263,29.9,10.8,59.9,2.9,"R072300A",,0,0,,,,,"TDC","NAP","SWH","RBC",,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","07/22/98 00:00:00",,"10/05/38 00:00:00",,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0083-Q 1","0083","Q 1","123","0","H","IDF","dk","3",,"V",9,4,1,,10,5784948,556220,"093B030",24,"R083123A",10,5784721,556354,965,,,,,,330,262,21,,,,,,"093B030","093B030","0058","0024","030BCC95030","030BCC95030","111","110","FDI","FDI",288,8,19,4.1,12,1.44,"R083120A",987,0,0,,,,,"NAP","JRN",,,,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","08/31/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0085-Q 1","0085","Q 1","123","0","H","IDF","dk","3",,"V",6.25,2,1,,10,5734576,562448,"092O080",387,"R080620A",10,5734477,562511,1008,,,,,,326,115,21,,,,,,"092O080","092O080","0387","0387","030BCC92126","030BCC92126","105","104","PLI","PLI",18,226,24.8,11.9,31.9,5.24,"R080620B",1009,0,0,,,,,"NAP","VAS",,,,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","08/06/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0086-O 1","0086","O 1","123","0","H","IDF","dk","3",,"V",6.25,3,1,,10,5749071,570461,"092P081",407,"R082122B",10,5748979,570526,985,,"R082115A",5748434,570374,985,325,111,21,,,,,,"092P081","092P081","0407","0407","030BCC92067","030BCC92067","045","045","FDI","PLI",170,292,54.4,1.85,13.6,0.75,"R082122A",979,0,0,,,,,"TDC","NAP","SWH","CMK",,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","08/18/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0090-O 1","0090","O 1","123","0","H","IDF","dk","3",,"V",5.06,3,1,,10,5770019,582198,"093A002",,"R072123A",10,5769964,582071,989,,,,,,68,136,21,,,,,,"093A002","093A002","0195","1559","030BCC95070","030BCC95070","040","040","FDI","PLI",257,50,22.8,15.86,15.7,8.84,"R072115B",1003,0,0,,,,,"TDC","NAP","SWH",,,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","07/21/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0091-Q 1","0091","Q 1","123","0","H","IDF","dk","3",,"F",100.0672412144674,5,1,,10,5748301,570899,"092P081",,"R090115A",10,5748297,570752,986,,,,,,90,148,21,,,,,,"092P081","092P081","1607","1607","030BCC92067","030BCC92067","045","045","FDI","FDI",327,133,8.4,3.95,26.3,4.2,"R090116A",986,0,0,,,,,"NAP","JRN",,,,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","09/01/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0110-Q 1","0110","Q 1","123","0","H","IDF","xm",,,"F",100.0672412144674,4,1,,10,5790541,550993,"093b029",520,"R052121B",10,5790534,551063,611,,,,,,270,70,21,,,,,,"093B029","093B029","0520","0520","030BCC95030","030BCC95030","019","019","FDI","FDI",100,97,36,16.42,25.8,17.05,"R052118B",594,0,0,,,,,"NAP","CMK","BDH",,,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","05/21/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0148-O 1","0148","O 1","123","0","H","SBPS","mk",,,"V",5.06,3,1,,10,5770466,588390,"093A002",516,"R072014A",10,5770446,587873,1034,,,,,,0,25,21,,,,,,"093A002","093A002","0518","0516","030BCC95070","030BCC95070","044","044","SX","SX",1,147,13.1,25.9,24.3,11.2,"R072015A",1036,0,0,,,,,"NAP","TDC","SWH","GWL",,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","07/20/98 00:00:00","07/21/38 00:00:00","07/22/38 00:00:00",,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0180-O 1","0180","O 1","140","0","H","SBPS","xc",,,"V",5.06,4,1,,10,5799958,470136,"093B033",443,"R081800A",10,5800087,470184,1125,,"R081718A",,,,197,142,21,,,,,,"093B033","093B033","0453","0443","030BCC93040","030BCC93040","124","124","AT","PLI",150,158,31.8,1.68,14,2.3,"R081719A",1127,71,0.23,,,,,"TDC","NAP","SWH","CMK",,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","08/17/98 00:00:00",,"09/01/38 00:00:00",,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0184-O 1","0184","O 1","140","0","H","SBPS","xc",,,"V",5.06,4,1,,10,,,"093B033",524,"R081317A",10,,,,,,,,,265,52,21,,,,,,"093B033","093B033","0524","0524","030BCC96090","030BCC96090","064","064","PLI","PLI",73,200,10.4,1.7,10,2.25,"R081318A",,130,1.36,,,,,"NAP","TDC","SWH",,,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","08/13/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0186-O 1","0186","O 1","109","0","G","SBS","dw","1",,"V",9,1,1,,10,5792819,611137,"093A024",729,"R082015A",10,5792951,610821,892,,,,,,113,340,21,,,,,,"093A024","093A024","0737","0729","030BCC92130","030BCC92130","197","197","SX","AT",0,13,24.9,0,29,4.7,"R082015B",895,0,0,,,,,"TDC","SWH","NAP","GWL",,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","07/17/98 00:00:00",,"07/18/38 00:00:00",,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0188-Q 1","0188","Q 1","123","0","H","SBS","dw","1",,"V",5.06,5,1,,10,5811726,564004,"093B050",200,"R061419A",10,5811858,564083,868,,"R061418A",5811902,564182,873,212,155,21.5,,,,,,"093B050","093B050","0200","0200","030BCC91043","030BCC91043","229","229","FDI","AT",70,119,28.8,1.6,23,2.37,"R061419C",864,0,0,,,,,"NAP","CMK","GWL",,,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","05/12/98 00:00:00",,,,,,,,,,,,,,,,,,,,,,,,"029A"
"029A-0191-O 1","0191","O 1","123","0","H","SBS","dw","2",,"V",9,4,1,,10,5800791,564424,"093B040",351,"R071615A",10,5800901,564345,985,,,,,,147,140,21,,,,,,"093B040","093B040","0351","0351","030BCC95053","030BCC95053","164","164","AT","SX",314,237,27.9,28.5,29.9,3.22,"R071616A",982,0,0,,,,,"NAP","TDC","SWH","NRS",,,,,,,,,,,,,,,,,,,,,,,"01/11/02 00:00:00","07/16/98 00:00:00",,"07/18/38 00:00:00","07/27/38 00:00:00",,,,,,,,,,,,,,,,,,,,,"029A"
